name|video|start|end|speaker|orth|translation
01May_2010_Saturday_tagesschau-7192|01May_2010_Saturday_tagesschau-7192/1/*.png|-1|-1|Signer05|WENN SCHAUER GEWITTER STARK WEHEN|bei schauern und gewittern starke böen
01March_2011_Tuesday_tagesschau-2213|01March_2011_Tuesday_tagesschau-2213/1/*.png|-1|-1|Signer01|MORGEN NORD ZWEI BIS DREI REGION KOELN REGION BIS ZEHN GRAD|morgen an der küste zwei bis drei in der kölner bucht bis zehn grad
01April_2010_Thursday_tagesschau-4327|01April_2010_Thursday_tagesschau-4327/1/*.png|-1|-1|Signer04|VORSICHT GLATT|vorsicht wegen glätte
01July_2011_Friday_tagesschau-2770|01July_2011_Friday_tagesschau-2770/1/*.png|-1|-1|Signer04|DIENSTAG SONNE WOLKE SCHAUER GEWITTER GEMISCHT|am dienstag sonne wolken schauer und gewitter
01December_2011_Thursday_tagesschau-3472|01December_2011_Thursday_tagesschau-3472/1/*.png|-1|-1|Signer05|KLAR REGION WAHRSCHEINLICH SCHAUER|richtung nordwesten lockert es auf an den küsten einige schauer
01December_2011_Thursday_tagesschau-3475|01December_2011_Thursday_tagesschau-3475/1/*.png|-1|-1|Signer05|TAG NORD NUR FUENF ALLGAEU BERG VOR LAND VIERZEHN|am tag fünf grad im äußersten norden vierzehn grad im alpenvorland
01June_2011_Wednesday_heute-949|01June_2011_Wednesday_heute-949/1/*.png|-1|-1|Signer01|AUCH BESONDERS TROCKEN|das trockenste frühjahr seit beginn der wetteraufzeichnungen allerdings auch
01April_2010_Thursday_heute-6694|01April_2010_Thursday_heute-6694/1/*.png|-1|-1|Signer04|LIEB ZUSCHAUER ABEND|liebe zuschauer guten abend
01June_2011_Wednesday_heute-947|01June_2011_Wednesday_heute-947/1/*.png|-1|-1|Signer01|BEISPIEL STUTTGART REGION HOCH WERT MITTE WERT STEIGEN-RUNTER UNTER NULL KAUM|beispiel dafür hier diese kurve von stuttgart echterdingen hier das rote der mittelwert die abweichungen weitgehend nach oben
01December_2011_Thursday_tagesschau-3474|01December_2011_Thursday_tagesschau-3474/1/*.png|-1|-1|Signer05|NACHT ZEHN BAYERN IX MINUS ZWEI|in der nacht zehn grad am niederrhein und minus zwei grad in bayern
01April_2010_Thursday_tagesschau-4328|01April_2010_Thursday_tagesschau-4328/1/*.png|-1|-1|Signer04|MORGEN SIEBEN LAND VIERZEHN FLUSS|am tag sieben grad im bayerischen wald und vierzehn grad am rhein
01June_2010_Tuesday_heute-6615|01June_2010_Tuesday_heute-6615/1/*.png|-1|-1|Signer01|DONNERSTAG SUED DANN WECHSELHAFT|und auch der donnerstag im südosten noch wechselhaft
01April_2010_Thursday_tagesschau-4321|01April_2010_Thursday_tagesschau-4321/1/*.png|-1|-1|Signer04|HEUTE NACHT OST REGEN|heute nacht regnet oder schneit es noch im äußersten osten und südosten
01June_2010_Tuesday_heute-6612|01June_2010_Tuesday_heute-6612/1/*.png|-1|-1|Signer01|REGION REGEN ALPEN AUCH STURM GEFAHR|aber dann im laufe des tages vom erzgebirge bis zum alpenrand wieder ergiebiger regen durchaus auch wieder unwettergefahr
01April_2010_Thursday_tagesschau-4326|01April_2010_Thursday_tagesschau-4326/1/*.png|-1|-1|Signer04|HEUTE NACHT FLUSS DREI MINUS SECHS ALPEN|heute nacht drei grad an der oder minus sechs grad an den alpen
01May_2010_Saturday_tagesschau-7193|01May_2010_Saturday_tagesschau-7193/1/*.png|-1|-1|Signer05|HEUTE NACHT ZEHN ZWISCHEN EINS LAND BODEN FROST|heute nacht zehn bis ein grad in der nordhälfte stellenweise bodenfrost
01March_2011_Tuesday_tagesschau-2212|01March_2011_Tuesday_tagesschau-2212/1/*.png|-1|-1|Signer01|REGION EINS GRAD REGION MINUS SIEBEN|am oberrhein heute nacht ein grad plus an der oder minus sieben grad
01April_2010_Thursday_heute-6695|01April_2010_Thursday_heute-6695/1/*.png|-1|-1|Signer04|WINTER GESTERN NORD SCHOTTLAND REGION|heftiger wintereinbruch gestern in nordirland schottland
01June_2011_Wednesday_heute-946|01June_2011_Wednesday_heute-946/1/*.png|-1|-1|Signer01|WER VERWOEHNT ENORM ABER REGION GROB KOENNEN SAGEN UEBER MITTE WERT|wir sind auch sehr verwöhnt worden aber flächendeckend lagen die temperaturen weitgehend über dem mittelwert
01April_2011_Friday_tagesschau-3380|01April_2011_Friday_tagesschau-3380/1/*.png|-1|-1|Signer08|NORDOST TAG ANFANG WOLKE|im nordosten beginnt der tag zum teil noch wolkig
01February_2011_Tuesday_heute-4634|01February_2011_Tuesday_heute-4634/1/*.png|-1|-1|Signer08|REGION MITTE KOENNEN SCHNEE|und im landesinnern kann zum teil auch noch schnee dabei sein
01April_2010_Thursday_heute-6714|01April_2010_Thursday_heute-6714/1/*.png|-1|-1|Signer04|JETZT WUENSCHEN SCHOEN ABEND|und jetzt wünsche ich ihnen noch einen schönen abend
01August_2011_Monday_heute-4848|01August_2011_Monday_heute-4848/1/*.png|-1|-1|Signer07|GUT ABEND LIEB ZUSCHAUER|guten abend liebe zuschauer
01December_2011_Thursday_heute-3056|01December_2011_Thursday_heute-3056/1/*.png|-1|-1|Signer05|WEITER REGEN VIER ZWANZIG STUNDE REGEN KOMMEN DANN DEUTSCH LAND NORD KUEHL|und es geht auch mit regen weiter in den nächsten vierundzwanzig stunden wird uns dieses regengebiet überqueren dahinter wird es dann von norden für norddeutschland ein bisschen kühler
01February_2011_Tuesday_tagesschau-4964|01February_2011_Tuesday_tagesschau-4964/1/*.png|-1|-1|Signer08|JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH ZWEITE FEBRUAR ZEIGEN-BILDSCHIRM|und nun die wettervorhersage für morgen mittwoch den zweiten februar
01November_2010_Monday_heute-1704|01November_2010_Monday_heute-1704/1/*.png|-1|-1|Signer05|GUT ABEND LIEB DU ZUSCHAUER|guten abend liebe zuschauer
01July_2010_Thursday_tagesschau-8790|01July_2010_Thursday_tagesschau-8790/1/*.png|-1|-1|Signer08|DANN KOENNEN GEWITTER STURM REGEN KOENNEN|dann muss zum teil mit unwetterartigen gewittern gerechnet werden
01June_2011_Wednesday_tagesschau-6945|01June_2011_Wednesday_tagesschau-6945/1/*.png|-1|-1|Signer01|JETZT MORGEN WETTER WIE-AUSSEHEN DONNERSTAG ZWEITE JUNI|und nun die wettervorhersage für morgen donnerstag den zweiten juni
01December_2011_Thursday_heute-3067|01December_2011_Thursday_heute-3067/1/*.png|-1|-1|Signer05|SCHOEN ABEND poss-EUCH MACHEN GUT poss-EUCH|ihnen einen schönen abend und machen sie es gut
01April_2010_Thursday_heute-6712|01April_2010_Thursday_heute-6712/1/*.png|-1|-1|Signer04|DANN FREUNDLICH KLAR MONTAG|und dann wird es doch insgesamt ein recht freundlicher tag
01April_2011_Friday_tagesschau-3386|01April_2011_Friday_tagesschau-3386/1/*.png|-1|-1|Signer08|SUEDOST DURCHGEHEND SONNE TROCKEN WARM|in der südosthälfte weiterhin viel sonne trocken und sehr warm
01February_2011_Tuesday_heute-4635|01February_2011_Tuesday_heute-4635/1/*.png|-1|-1|Signer08|KOMMEN KALT LUFT HEUTE NACHT SUED FROST SUEDOST MINUS UEBER MINUS ZEHN DREIZEHN GRAD|das ganze läuft ja in diese kaltluft rein denn wir haben heute nacht noch verbreitet frost im süden und südosten sogar noch zweistellige minusgrade
01April_2011_Friday_tagesschau-3375|01April_2011_Friday_tagesschau-3375/1/*.png|-1|-1|Signer08|ZEIGEN-BILDSCHIRM WOCHENENDE IX HOCH DRUCK DAZU WARM KOMMEN VIEL SONNE UND AEHNLICH SOMMER TEMPERATUR|am wochenende beschert uns hoher luftdruck zusammen mit sehr warmer luft viel sonnenschein und teilweise sommerliche temperaturen
01June_2010_Tuesday_tagesschau-5007|01June_2010_Tuesday_tagesschau-5007/1/*.png|-1|-1|Signer01|TAG SUEDOST REGEN KLAR REGEN DANN HERZ MEHR KOMMEN KOENNEN|am tag in der südosthälfte weitere regenfälle die im laufe des tages stärker werden und dann vom erzgebirge bis zu den alpen zum teil ergiebig ausfallen
01April_2011_Friday_tagesschau-3381|01April_2011_Friday_tagesschau-3381/1/*.png|-1|-1|Signer08|WEST IX EINFACH VERSCHWINDEN MEHR SONNE|im übrigen land scheint neben ein paar harmlosen wolken meist die sonne
01December_2011_Thursday_heute-3066|01December_2011_Thursday_heute-3066/1/*.png|-1|-1|Signer05|NUR REGEN BIS MONTAG VIEL STURM|nur regen bis zum montag und auch ziemlich viel sturm
01July_2010_Thursday_tagesschau-8796|01July_2010_Thursday_tagesschau-8796/1/*.png|-1|-1|Signer08|SAMSTAG SONNE AB NACH MITTAG WEST KOENNEN REGEN GEWITTER WIE IX REGEN KOENNEN|auch am samstag ist es meist sonnig ab dem nachmittag bilden sich in der westhälfte einige schauer und gewitter die unwetterartig ausfallen können
01December_2011_Thursday_heute-3059|01December_2011_Thursday_heute-3059/1/*.png|-1|-1|Signer05|SUED BLEIBEN TROCKEN BESONDERS BAYERN OST HIMMEL KLAR BISSCHEN NEBEL AUCH FROST|im süden bleibt es dagegen trocken und vor allem im östlichen bayern bei klarem himmel und einigen nebelfeldern wird es auch wieder frostig werden
01July_2010_Thursday_tagesschau-8791|01July_2010_Thursday_tagesschau-8791/1/*.png|-1|-1|Signer08|REGEN SCHON VORBEI DANN TROCKEN KLAR STERN KOENNEN SEHEN ODER LOCKER WOLKE|nachdem letzte schauer in der nacht abgeklungen sind bleibt es trocken dabei ist es klar oder nur locker bewölkt
01November_2010_Monday_heute-1705|01November_2010_Monday_heute-1705/1/*.png|-1|-1|Signer05|WETTER JETZT UMWANDELN|die wetterlage stellt sich jetzt um
01February_2011_Tuesday_tagesschau-4965|01February_2011_Tuesday_tagesschau-4965/1/*.png|-1|-1|Signer08|TIEF KOMMEN SCHNEE KALT REGEN GLATT|tiefdruckgebiete lenken von nordwesten schnee und gefrierenden regen nach deutschland
01December_2011_Thursday_heute-3057|01December_2011_Thursday_heute-3057/1/*.png|-1|-1|Signer05|UND REGION REGEN SAMSTAG DOCH MORGEN ABEND IX IRLAND SONNTAG REGEN DOCH VERBREITEN|und das nächste regengebiet folgt auf dem fuße für den samstag liegt es morgen abend in irland und für den sonntag muss das regengebiet sich noch kräftig entwickeln
01July_2010_Thursday_tagesschau-8798|01July_2010_Thursday_tagesschau-8798/1/*.png|-1|-1|Signer08|MONTAG SONNE WOLKE WECHSELHAFT KOENNEN GEWITTER|am montag teils sonne teils wolken und einzelne gewitterschauer
01August_2011_Monday_heute-4871|01August_2011_Monday_heute-4871/1/*.png|-1|-1|Signer07|GLEICH DONNERSTAG FREITAG UEBERALL KOMMEN|und das ganze erreicht uns dann am donnerstag und freitag überall
01August_2011_Monday_heute-4849|01August_2011_Monday_heute-4849/1/*.png|-1|-1|Signer07|SOMMER KOENNEN SCHOEN|sommer kann ja so schön sein
01November_2010_Monday_heute-1716|01November_2010_Monday_heute-1716/1/*.png|-1|-1|Signer05|IX BERG WARM LUFT negalp-AUCH neg-ACHTZEHN neg-GRAD NICHT|es gibt keinen föhn mehr am alpenrand und deshalb auch keine achtzehn grad mehr dort
01June_2011_Wednesday_tagesschau-6950|01June_2011_Wednesday_tagesschau-6950/1/*.png|-1|-1|Signer01|HEUTE NACHT SUED KOMMEN REGEN IX BISSCHEN|in der nacht ziehen sich die wolken in den süden zurück hier und da regnet es noch etwas
01August_2011_Monday_heute-4854|01August_2011_Monday_heute-4854/1/*.png|-1|-1|Signer07|IN-KOMMEND TAG AUCH poss-BEI-UNS|die erreichen uns in den nächsten tagen auch
01November_2010_Monday_heute-1711|01November_2010_Monday_heute-1711/1/*.png|-1|-1|Signer05|HEUTE NACHT NORD MEISTENS WOLKE BISSCHEN REGEN|heute nacht stark bewölkt im norden dazu immer wieder ein bisschen regen
01August_2011_Monday_heute-4853|01August_2011_Monday_heute-4853/1/*.png|-1|-1|Signer07|SCHON DREISSIG GRAD KOMMEN|dort sind es dreißig grad
01June_2011_Wednesday_tagesschau-6957|01June_2011_Wednesday_tagesschau-6957/1/*.png|-1|-1|Signer01|SAMSTAG NORD FREUNDLICH SONNE REGION AB NACH MITTAG WEHEN GEWITTER KOENNEN|am samstag ist es im norden weiter freundlich in der südhälfte ab dem nachmittag mitunter unwetterartige gewitter
01February_2011_Tuesday_tagesschau-4971|01February_2011_Tuesday_tagesschau-4971/1/*.png|-1|-1|Signer08|SUED SCHWACH NORD MAESSIG WEHEN KUESTE STURM KOENNEN|im süden schwacher im norden mäßiger bis frischer wind an den küsten starke bis stürmische böen
01February_2011_Tuesday_heute-4643|01February_2011_Tuesday_heute-4643/1/*.png|-1|-1|Signer08|JETZT SCHOEN ABEND poss-EUCH|jetzt wünsche ich ihnen noch einen schönen abend
01November_2010_Monday_heute-1718|01November_2010_Monday_heute-1718/1/*.png|-1|-1|Signer05|SONST SCHWARZ WALD HERZ BERG BERLIN IX SONNE REGION|ansonsten sonne vom schwarzwald bis zum erzgebirge und berlin
01November_2010_Monday_heute-1720|01November_2010_Monday_heute-1720/1/*.png|-1|-1|Signer05|JETZT WECHSELHAFT|in den nächsten tagen wechselhaftes wetter bei uns dann in deutschland
01August_2011_Monday_heute-4862|01August_2011_Monday_heute-4862/1/*.png|-1|-1|Signer07|DANN NORD DEUTSCH LAND SONNE|dann scheint sie erstmal in norddeutschland
01July_2009_Wednesday_tagesschau-4552|01July_2009_Wednesday_tagesschau-4552/1/*.png|-1|-1|Signer09|IM-VERLAUF NACHT TEIL UEBERWIEGEND REGEN GEWITTER|bis in die nacht hinein sind immer noch einige teilweise unwetterartige schauer und gewitter unterwegs
01April_2010_Thursday_heute-6701|01April_2010_Thursday_heute-6701/1/*.png|-1|-1|Signer04|KUEHL IN-KOMMEND NACHT|und sehr kühl wird auch die kommende nacht
01June_2010_Tuesday_tagesschau-5014|01June_2010_Tuesday_tagesschau-5014/1/*.png|-1|-1|Signer01|SAMSTAG VIEL SONNE|am samstag viel sonnenschein
01April_2010_Thursday_heute-6708|01April_2010_Thursday_heute-6708/1/*.png|-1|-1|Signer04|AUCH SAMSTAG WEST FREUNDLICH IX TROCKEN WEST REGEN|und auch am samstag im osten noch freundlich im westen dann zum teil kräftige schauer
01June_2010_Tuesday_tagesschau-5013|01June_2010_Tuesday_tagesschau-5013/1/*.png|-1|-1|Signer01|FREITAG IX VIEL SONNE NUR ALPEN BISSCHEN REGEN|am freitag überall viel sonne nur an den alpen regnet es noch vereinzelt
01November_2010_Monday_heute-1721|01November_2010_Monday_heute-1721/1/*.png|-1|-1|Signer05|BESONDERS NORD WIND REGEN|es wird vor allem im norden windig und regnerisch
01August_2011_Monday_heute-4863|01August_2011_Monday_heute-4863/1/*.png|-1|-1|Signer07|ABER NORDWEST MUENSTER LAND BIS IX HESSEN REGION VIELLEICHT THUERINGEN REGION AUCH BISSCHEN WOLKE BISSCHEN STARK WOLKE|allerdings so von münsterland runter bis nach hessen vielleicht auch bis nach thüringen sind vorübergehend die wolken ein bisschen dichter
01February_2011_Tuesday_heute-4642|01February_2011_Tuesday_heute-4642/1/*.png|-1|-1|Signer08|DANN SCHAUEN UNWETTER WIE SITUATION WIE-AUSSEHEN SIE KOENNEN MACHEN ANSCHAUEN Z+D+E TEXT ODER KOENNEN INTERNET SIE SCHAUEN|und wenn sie sich über die aktuelle unwetterlage bei uns informieren möchten dann können sie das jederzeit tun entweder über zdf text oder über das internet
01November_2010_Monday_heute-1719|01November_2010_Monday_heute-1719/1/*.png|-1|-1|Signer05|NORDWEST WIEDER GRAU NACH MITTAG IX NORD REGEN FRISCH UND WIND IX WEHEN|aber im norden wieder grau und nachmittags regnet es auch an der nordsee und im nordwesten bei einem frischen zum teil kräftigen südwestwind
01February_2011_Tuesday_tagesschau-4970|01February_2011_Tuesday_tagesschau-4970/1/*.png|-1|-1|Signer08|NACH MITTAG AUFLOESEN ABER ABEND KOMMEN REGEN|am nachmittag lockert es hier und da auf aber gegen abend zieht von der nordsee wieder regen heran
01November_2010_Monday_heute-1710|01November_2010_Monday_heute-1710/1/*.png|-1|-1|Signer05|UND IM-VERLAUF NAECHSTE IN-KOMMEND WEITER REGEN AUCH WIND AUCH KUEHL MANCHMAL MILD LUFT|und danach geht es in den nächsten tagen mit weiterem regen weiter und dazu auch wind und mal kühlere mal etwas mildere luft
01August_2011_Monday_heute-4852|01August_2011_Monday_heute-4852/1/*.png|-1|-1|Signer07|KOMMEN ALLE KOMMEN WARM SONNE AUS FRANKREICH KOMMEN|und es wird uns alle treffen denn die wärme die hitze kommt aus frankreich
01June_2011_Wednesday_tagesschau-6956|01June_2011_Wednesday_tagesschau-6956/1/*.png|-1|-1|Signer01|FREITAG FREUNDLICH SONNE SUED SCHWUEL AB NACH MITTAG GEWITTER REGEN IX KOENNEN|am freitag ist es freundlich im süden schwül ab dem nachmittag vereinzelt kräftige schauer und gewitter
01November_2010_Monday_heute-1717|01November_2010_Monday_heute-1717/1/*.png|-1|-1|Signer05|STARK WOLKE BISSCHEN REGEN|es ist stark bewölkt es regnet ein bisschen am alpenrand
01June_2011_Wednesday_tagesschau-6951|01June_2011_Wednesday_tagesschau-6951/1/*.png|-1|-1|Signer01|MORGEN SUED poss-SEIN WOLKE HIMMEL DANN AUFLOESEN NACH MITTAG SUED BISSCHEN SCHAUER|am tag ist es im süden erst bewölkt dann lockern die wolken auf am nachmittag an den alpen ein paar schauer
01August_2011_Monday_heute-4855|01August_2011_Monday_heute-4855/1/*.png|-1|-1|Signer07|AM MITTWOCH WIEDER WARM DRUCK WEST SCHON ANFANG REGEN GEWITTER|aber ab mittwoch wird es schon wieder sehr schwül im westen kann es die ersten regenschauer und gewitter geben
01April_2010_Thursday_heute-6709|01April_2010_Thursday_heute-6709/1/*.png|-1|-1|Signer04|SONNTAG SUED|sonntag im nordwesten schauer und auch im süden
01July_2009_Wednesday_tagesschau-4562|01July_2009_Wednesday_tagesschau-4562/1/*.png|-1|-1|Signer09|SAMSTAG SONNTAG ALLE TIEF SCHAUER NEU WOLKE GEWITTER ICH SONNTAG BISSCHEN KUEHL|am wochenende machen sich atlantische tiefausläufer mit neuen wolken und gewittern bemerkbar die uns am sonntag eine leichte abkühlung bringen
01February_2011_Tuesday_heute-4629|01February_2011_Tuesday_heute-4629/1/*.png|-1|-1|Signer08|LIEB ZUSCHAUER GUT ABEND|liebe zuschauer guten abend
01July_2009_Wednesday_tagesschau-4554|01July_2009_Wednesday_tagesschau-4554/1/*.png|-1|-1|Signer09|TEIL AUCH NEBEL|örtlich ist auch wieder nebel dabei
01April_2010_Thursday_heute-6700|01April_2010_Thursday_heute-6700/1/*.png|-1|-1|Signer04|WARM MEER WEST WARM WEST BLEIBEN KUEHL|weiterhin warm am östlichen mittelmeer und auch richtung westliches mittelmeer ganz west und nordeuropa bleibt kühl
01July_2009_Wednesday_tagesschau-4553|01July_2009_Wednesday_tagesschau-4553/1/*.png|-1|-1|Signer09|IX REGION WIND RUHIG KLAR|aber insgesamt beruhigt sich das wetter und es klart häufig auf
01June_2011_Wednesday_heute-952|01June_2011_Wednesday_heute-952/1/*.png|-1|-1|Signer01|GESAMT TROCKEN REGION KUEHL MORGEN DASSELBE SCHAUER REGION|sonst bleibt es trocken relativ kühl die nacht und auch morgen allenfalls noch ein paar schauer am alpenrand
01June_2011_Wednesday_heute-955|01June_2011_Wednesday_heute-955/1/*.png|-1|-1|Signer01|SCHOEN ABEND TSCHUESS|ich wünsche ihnen noch einen schönen abend
01December_2011_Thursday_tagesschau-3467|01December_2011_Thursday_tagesschau-3467/1/*.png|-1|-1|Signer05|IX MEER TIEF NORDWEST WETTER WECHSELHAFT|tiefdruckgebiete über dem atlantik sorgen in der nordwesthälfte deutschlands für unbeständiges wetter
01March_2011_Tuesday_tagesschau-2208|01March_2011_Tuesday_tagesschau-2208/1/*.png|-1|-1|Signer01|HEUTE NACHT NORDWEST SCHWARZ WALD REGION SUED STARK REGION KLAR STERN KOENNEN SEHEN IX BISSCHEN NEBEL BESONDERS NAH KUESTE|heute nacht gibt es im nordwesten sowie vom schwarzwald bis zu den alpen noch ein paar dichtere wolken sonst ist es vielerorts klar hier und da bildet sich nebel besonders in küstennähe
01May_2010_Saturday_tagesschau-7189|01May_2010_Saturday_tagesschau-7189/1/*.png|-1|-1|Signer05|BESONDERS NACH MITTAG GEWITTER|vor allem am nachmittag sind einzelne gewitter dabei
01May_2010_Saturday_tagesschau-7187|01May_2010_Saturday_tagesschau-7187/1/*.png|-1|-1|Signer05|NACHT SUED REGEN SUEDOST REGEN NORD KLAR|in der nacht regnet es im süden und südosten hier und da richtung norden ist es teilweise klar
01December_2011_Thursday_tagesschau-3469|01December_2011_Thursday_tagesschau-3469/1/*.png|-1|-1|Signer05|NACHT BESONDERS NORD NORDWEST REGEN SUED TEIL KLAR WOLKE NEBEL|in der nacht regnet es vor allem im norden und nordwesten im süden ist es teils klar teils wolkig oder neblig
01July_2011_Friday_tagesschau-2762|01July_2011_Friday_tagesschau-2762/1/*.png|-1|-1|Signer04|NORDOST WOLKE IX REGEN NORD KUESTE LANG REGEN|im norden und osten werden die wolken in der nacht und am tag dichter hier und da fällt dort regen der nord östlich der elbe länger andauert
01June_2011_Wednesday_heute-954|01June_2011_Wednesday_heute-954/1/*.png|-1|-1|Signer01|BEDEUTEN WOCHENENDE IN-KOMMEND KOENNEN SAGEN SOMMER PASSEN SOMMER AB SAMSTAG MITTE REGION SUED REGEN DABEI|in der summe also dieses lange wochenende sehr sommerlich allerdings dann ab samstag in der mitte und auch im süden wieder mit gewittern
01June_2011_Wednesday_heute-953|01June_2011_Wednesday_heute-953/1/*.png|-1|-1|Signer01|SONST VIEL SONNE REGION TEILWEISE WEHEN STARK TEMPERATUR ANGENEHM TEILWEISE UNGEFAEHR ZWANZIG GRAD UEBER BIS FUENF ZWANZIG REGION|aber sonst viel sonnenschein teilweise kräftiger nordnordostwind und angenehme temperaturen teilweise wieder so knapp über zwanzig grad bis fünfundzwanzig sogar am rhein
01May_2010_Saturday_tagesschau-7186|01May_2010_Saturday_tagesschau-7186/1/*.png|-1|-1|Signer05|NORD KUEHL KOMMEN REGION WARM EINIGERMASSEN|in den norden strömt kühlere luft während die luft sonst relativ warm bleibt
01December_2011_Thursday_tagesschau-3468|01December_2011_Thursday_tagesschau-3468/1/*.png|-1|-1|Signer05|SUEDOST VORTEIL IX HOCH BELGIEN KOMMEN|die südöstlichen landesteile profitieren zunächst noch von einem hoch über dem balkan
01March_2011_Tuesday_tagesschau-2207|01March_2011_Tuesday_tagesschau-2207/1/*.png|-1|-1|Signer01|MORGEN WETTER WIE-AUSSEHEN MITTWOCH ZWEITE MAERZ|und nun die wettervorhersage für morgen mittwoch den zweiten märz
01April_2010_Thursday_tagesschau-4333|01April_2010_Thursday_tagesschau-4333/1/*.png|-1|-1|Signer04|OSTERN MONTAG AUCH REGEN HOCH SCHNEE|auch am ostermontag regnet es stellenweise in höheren lagen auch schnee
01June_2010_Tuesday_heute-6607|01June_2010_Tuesday_heute-6607/1/*.png|-1|-1|Signer01|BIS SPAETESTEN DONNERSTAG BLEIBEN REGEN BIS MORGEN|und das wird vor allen dingen bis einschließlich donnerstag zum teil noch ergiebigen regen bringen vor allen dingen dann morgen wieder
01July_2011_Friday_tagesschau-2764|01July_2011_Friday_tagesschau-2764/1/*.png|-1|-1|Signer04|WIND MAESSIG WEHEN MEER REGION STURM MOEGLICH|der wind weht meist mäßig an der sie frisch auf den bergen und an der see sind stürmische böen möglich
01June_2010_Tuesday_heute-6609|01June_2010_Tuesday_heute-6609/1/*.png|-1|-1|Signer01|HEUTE NACHT REGION REGEN SUED WEST BISSCHEN REGEN NORDWEST KLAR STERN KOENNEN SEHEN|also auch heute nacht weiterhin regnerisch über der osthälfte im südwesten einige schauer im nordwesten klar
01December_2011_Thursday_tagesschau-3466|01December_2011_Thursday_tagesschau-3466/1/*.png|-1|-1|Signer05|JETZT WETTER MORGEN FREITAG ZWEITE DEZEMBER|und nun die wettervorhersage für morgen freitag den zweiten dezember
01May_2010_Saturday_tagesschau-7188|01May_2010_Saturday_tagesschau-7188/1/*.png|-1|-1|Signer05|MORGEN WOLKE UEBERWIEGEND REGEN SCHAUER AUCH STARK REGEN|morgen überwiegen die wolken es regnet oder schauert verbreitet mitunter auch kräftig
